"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"classifier"
"OTU3543"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3544"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Stachybotryaceae"	"Myxospora"	"Myxospora_crassiseta"	"RDP"
"OTU3545"	"Fungi"	"Ascomycota"	"Lecanoromycetes"	"Lecanorales"	"Cladoniaceae"	"Gymnoderma"	"Gymnoderma_coccocarpum"	"RDP"
"OTU3546"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Schizophyllaceae"	"Schizophyllum"	"Schizophyllum_commune"	"RDP"
"OTU3547"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU3548"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3549"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3550"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Tulasnellaceae"	"Tulasnella"	NA	"RDP"
"OTU3551"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Podospora"	"Podospora_pyriformis"	"RDP"
"OTU3552"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Clavicipitaceae"	"Metarhizium"	"Metarhizium_marquandii"	"RDP"
"OTU3553"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
"OTU3554"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3555"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU3556"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3557"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Lycoperdaceae"	"Bovista"	"Bovista_plumbea"	"RDP"
"OTU3558"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	"Mycosphaerellaceae"	"Pseudocercospora"	"Pseudocercospora_richardsoniicola"	"RDP"
"OTU3559"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Venturiales"	NA	NA	NA	"RDP"
"OTU3560"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Thelebolales"	"Pseudeurotiaceae"	"Geomyces"	NA	"RDP"
"OTU3561"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Cucurbitariaceae"	"Pyrenochaeta"	NA	"RDP"
"OTU3562"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Polyporales"	"Fomitopsidaceae"	NA	NA	"IDTAXA"
"OTU3563"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3564"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	"Mycosphaerellaceae"	"Ramularia"	"Ramularia_haroldporteri"	"RDP"
"OTU3565"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	"Arthrodermataceae"	"Arthroderma"	"Arthroderma_vespertilii"	"RDP"
"OTU3566"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3567"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Nectriaceae"	"Paracremonium"	"Paracremonium_inflatum"	"RDP"
"OTU3568"	"Fungi"	"Entorrhizomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU3569"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3570"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Tulasnellaceae"	"Tulasnella"	NA	"RDP"
"OTU3571"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3572"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	"Coprinopsis_semitalis"	"RDP"
"OTU3573"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3574"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU3575"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3576"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3577"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Pluteaceae"	"Pluteus"	"Pluteus_sp"	"IDTAXA"
"OTU3578"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Tremellaceae"	"Cryptococcus"	NA	"RDP"
"OTU3579"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3580"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Microbotryomycetes_ord_Incertae_sedis"	"Chrysozymaceae"	"Chrysozyma"	"Chrysozyma_griseoflava"	"RDP"
"OTU3581"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3582"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3583"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliaceae"	"Arthrobotrys"	"Arthrobotrys_xiangyunensis"	"RDP"
"OTU3584"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Polyporales"	"Podoscyphaceae"	"Hypochnicium"	"Hypochnicium_sp"	"IDTAXA"
"OTU3585"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
"OTU3586"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3587"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
"OTU3588"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3589"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3590"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3591"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Nectriaceae"	"Paracremonium"	"Paracremonium_inflatum"	"RDP"
"OTU3592"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	NA	NA	NA	"RDP"
"OTU3593"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Chaetomiaceae"	"Humicola"	"Humicola_olivacea"	"RDP"
"OTU3594"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3595"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3596"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3597"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3598"	"Fungi"	"Kickxellomycota"	"Kickxellomycetes"	"Kickxellales"	"Kickxellaceae"	"Ramicandelaber"	"Ramicandelaber_sp"	"IDTAXA"
"OTU3599"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3600"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_arunalokei"	"RDP"
"OTU3601"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU3602"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3603"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3604"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU3605"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3606"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3607"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU3608"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU3609"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Clavicipitaceae"	"Metarhizium"	"Metarhizium_marquandii"	"RDP"
"OTU3610"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	NA	NA	NA	"RDP"
"OTU3611"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA	"IDTAXA"
"OTU3612"	"Fungi"	"Ascomycota"	"Leotiomycetes"	NA	NA	NA	NA	"RDP"
"OTU3613"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3614"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA	"RDP"
"OTU3615"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3616"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3617"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA	"IDTAXA"
"OTU3618"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Niessliaceae"	"Eucasphaeria"	"Eucasphaeria_sp"	"IDTAXA"
"OTU3619"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA	"RDP"
"OTU3620"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3621"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3622"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3623"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3624"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU3625"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3626"	"Fungi"	"Ascomycota"	"Leotiomycetes"	NA	NA	NA	NA	"RDP"
"OTU3627"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Cercophora"	NA	"RDP"
"OTU3628"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Helvellaceae"	"Helvella"	NA	"RDP"
"OTU3629"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3630"	"Fungi"	"Chytridiomycota"	"Chytridiomycetes"	"Chytridiales"	NA	NA	NA	"IDTAXA"
"OTU3631"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU3632"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_alpina"	"IDTAXA"
"OTU3633"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_rishikesha"	"RDP"
"OTU3634"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3635"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU3636"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3637"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	"Onygenaceae"	NA	NA	"RDP"
"OTU3638"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3639"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3640"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3641"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3642"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3643"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Diaporthales"	"Diaporthaceae"	"Diaporthe"	NA	"RDP"
"OTU3644"	"Fungi"	"Zoopagomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU3645"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3646"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	NA	NA	NA	NA	"RDP"
"OTU3647"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3648"	"Fungi"	"Zoopagomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU3649"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3650"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Psathyrella"	NA	"IDTAXA"
"OTU3651"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU3652"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	NA	NA	"RDP"
"OTU3653"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3654"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	"Exophiala"	"Exophiala_bonariae"	"IDTAXA"
"OTU3655"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3656"	"Fungi"	"Kickxellomycota"	"Kickxellomycetes"	"Kickxellales"	"Kickxellaceae"	"Coemansia"	"Coemansia_pectinata"	"IDTAXA"
"OTU3657"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3658"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3659"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3660"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3661"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Entolomataceae"	NA	NA	"RDP"
"OTU3662"	"Fungi"	"Basidiobolomycota"	"Basidiobolomycetes"	"Basidiobolales"	NA	NA	NA	"RDP"
"OTU3663"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3664"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU3665"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3666"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU3667"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Phaeomoniellales"	"Celotheliaceae"	NA	NA	"RDP"
"OTU3668"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3669"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_globosa"	"RDP"
"OTU3670"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA	"RDP"
"OTU3671"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	NA	NA	NA	"RDP"
"OTU3672"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Nectriaceae"	"Calcarisporium"	NA	"RDP"
"OTU3673"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3674"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3675"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Amphisphaeriaceae"	"Polyscytalum"	"Polyscytalum_pustulans"	"RDP"
"OTU3676"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3677"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Microascales"	"Halosphaeriaceae"	NA	NA	"RDP"
"OTU3678"	"Fungi"	"Zoopagomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU3679"	"Fungi"	"Rozellomycota"	"Rozellomycotina_cls_Incertae_sedis"	"GS05"	NA	NA	NA	"RDP"
"OTU3680"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	NA	NA	NA	"RDP"
"OTU3681"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	"Cheilymenia"	"Cheilymenia_stercorea"	"RDP"
"OTU3682"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Lycoperdaceae"	"Lycoperdon"	"Lycoperdon_echinatum"	"RDP"
"OTU3683"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	"Spizellomyces"	NA	"RDP"
"OTU3684"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Ascobolaceae"	"Ascobolus"	"Ascobolus_crenulatus"	"RDP"
"OTU3685"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU3686"	"Fungi"	"Ascomycota"	"Lecanoromycetes"	"Ostropales"	"Porinaceae"	"Porina"	"Porina_mammillosa"	"RDP"
"OTU3687"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Auriculariales"	"Auriculariales_fam_Incertae_sedis"	"Oliveonia"	"Oliveonia_pauxilla"	"RDP"
"OTU3688"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Phaeosphaeria"	NA	"IDTAXA"
"OTU3689"	"Fungi"	"Zoopagomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU3690"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Psathyrella"	"Psathyrella_lilliputana"	"IDTAXA"
"OTU3691"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Crepidotaceae"	"Simocybe"	"Simocybe_sp"	"IDTAXA"
"OTU3692"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Hygrophoraceae"	"Hygrocybe"	"Hygrocybe_glutinipes"	"IDTAXA"
"OTU3693"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_laccatum"	"RDP"
"OTU3694"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU3695"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3696"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Rutstroemiaceae"	"Lanzia"	"Lanzia_echinophila"	"RDP"
"OTU3697"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3698"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	"Exophiala"	NA	"IDTAXA"
"OTU3699"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Cephalothecaceae"	"Phialemonium"	"Phialemonium_atrogriseum"	"RDP"
"OTU3700"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	NA	NA	NA	"RDP"
"OTU3701"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Cucurbitariaceae"	NA	NA	"IDTAXA"
"OTU3702"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3703"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Thelebolales"	"Pseudeurotiaceae"	"Geomyces"	NA	"RDP"
"OTU3704"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3705"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3706"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3707"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU3708"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Lycoperdaceae"	"Lycoperdon"	"Lycoperdon_mammiforme"	"RDP"
"OTU3709"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Ophiosphaerella"	"Ophiosphaerella_sp"	"IDTAXA"
"OTU3710"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Hymenoscyphus"	"Hymenoscyphus_caudatus"	"IDTAXA"
"OTU3711"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3712"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3713"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3714"	"Fungi"	"Ascomycota"	"Lecanoromycetes"	"Lecanorales"	"Cladoniaceae"	"Gymnoderma"	"Gymnoderma_coccocarpum"	"RDP"
"OTU3715"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_lamellosum"	"RDP"
"OTU3716"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3717"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3718"	"Fungi"	"Kickxellomycota"	"Kickxellomycetes"	"Kickxellales"	"Kickxellaceae"	"Coemansia"	"Coemansia_pectinata"	"IDTAXA"
"OTU3719"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3720"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3721"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	NA	NA	NA	"RDP"
"OTU3722"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3723"	"Fungi"	"Basidiomycota"	"Dacrymycetes"	"Dacrymycetales"	"Dacrymycetaceae"	"Cerinosterus"	NA	"RDP"
"OTU3724"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3725"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3726"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3727"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Torulaceae"	"Torula"	"Torula_masonii"	"RDP"
"OTU3728"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	NA	NA	NA	"IDTAXA"
"OTU3729"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU3730"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Filobasidiales"	"Piskurozymaceae"	"Piskurozyma"	"Piskurozyma_taiwanensis"	"IDTAXA"
"OTU3731"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Stachybotryaceae"	"Striaticonidium"	"Striaticonidium_brachysporum"	"RDP"
"OTU3732"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3733"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_sp"	"IDTAXA"
"OTU3734"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Parastagonospora"	NA	"RDP"
"OTU3735"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU3736"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3737"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Hypocreaceae"	"Trichoderma"	"Trichoderma_stromaticum"	"RDP"
"OTU3738"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Hyaloscyphaceae"	"Cistella"	"Cistella_sp"	"IDTAXA"
"OTU3739"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
"OTU3740"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3741"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Sordariales_fam_Incertae_sedis"	"Staphylotrichum"	"Staphylotrichum_coccosporum"	"RDP"
"OTU3742"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	NA	NA	NA	NA	"RDP"
"OTU3743"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3744"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3745"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3746"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3747"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	NA	NA	NA	NA	"RDP"
"OTU3748"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Metschnikowiaceae"	"Metschnikowia"	"Metschnikowia_dekortorum"	"RDP"
"OTU3749"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU3750"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3751"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_pseudodeflectus"	"RDP"
"OTU3752"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_hyalina"	"RDP"
"OTU3753"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Boletales"	"Boletaceae"	"Boletus"	NA	"RDP"
"OTU3754"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3755"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3756"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
"OTU3757"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU3758"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	NA	NA	NA	NA	"RDP"
"OTU3759"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	NA	NA	"RDP"
