"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"classifier"
"OTU1342"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_sp"	"IDTAXA"
"OTU1343"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Boliniales"	"Boliniales_fam_Incertae_sedis"	"Junewangia"	"Junewangia_aquatica"	"RDP"
"OTU1344"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1345"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Microascales"	"Microascaceae"	"Scedosporium"	"Scedosporium_prolificans"	"RDP"
"OTU1346"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU1347"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Pterulaceae"	"Pterulicium"	NA	"RDP"
"OTU1348"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1349"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA	"RDP"
"OTU1350"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1351"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Boletales"	"Melanogastraceae"	"Melanogaster"	"Melanogaster_broomeanus"	"RDP"
"OTU1352"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	NA	NA	NA	"RDP"
"OTU1353"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	"Waitea"	"Waitea_circinata"	"IDTAXA"
"OTU1354"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pezizaceae"	"Iodophanus"	NA	"IDTAXA"
"OTU1355"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_minutissima"	"RDP"
"OTU1356"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Russulales"	"Russulaceae"	"Russula"	"Russula_densifolia"	"RDP"
"OTU1357"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1358"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Venturiales"	"Sympoventuriaceae"	"Ochroconis"	"Ochroconis_sp"	"IDTAXA"
"OTU1359"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1360"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Clavicipitaceae"	"Metarhizium"	"Metarhizium_sp"	"IDTAXA"
"OTU1361"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Trichomonascaceae"	"Sugiyamaella"	"Sugiyamaella_trypani"	"RDP"
"OTU1362"	"Fungi"	"Zoopagomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1363"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_subversicolor"	"RDP"
"OTU1364"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1365"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_rishikesha"	"RDP"
"OTU1366"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1367"	"Fungi"	"Zoopagomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1368"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1369"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	"Penicillium_bialowiezense"	"RDP"
"OTU1370"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_humilis"	"RDP"
"OTU1371"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Coniochaetales"	"Coniochaetaceae"	"Coniochaeta"	"Coniochaeta_verticillata"	"IDTAXA"
"OTU1372"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Entolomataceae"	"Entoloma"	"Entoloma_defibulatum"	"IDTAXA"
"OTU1373"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"Paraphoma_rhaphiolepidis"	"RDP"
"OTU1374"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1375"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Leucosporidiales"	"Leucosporidiaceae"	"Leucosporidium"	"Leucosporidium_golubevii"	"RDP"
"OTU1376"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1377"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	NA	NA	NA	"RDP"
"OTU1378"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	NA	NA	"RDP"
"OTU1379"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1380"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1381"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1382"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1383"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1384"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Microascales"	"Microascaceae"	"Gamsia"	"Gamsia_simplex"	"RDP"
"OTU1385"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Podospora"	"Podospora_sp"	"IDTAXA"
"OTU1386"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Curvularia"	"Curvularia_buchloes"	"RDP"
"OTU1387"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Chaetomiaceae"	"Zopfiella"	"Zopfiella_pleuropora"	"IDTAXA"
"OTU1388"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Massarinaceae"	"Helminthosporium"	"Helminthosporium_solani"	"RDP"
"OTU1389"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1390"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Nectriaceae"	"Volutella"	NA	"RDP"
"OTU1391"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Venturiales"	"Sympoventuriaceae"	"Ochroconis"	"Ochroconis_icarus"	"RDP"
"OTU1392"	"Fungi"	"Chytridiomycota"	"Lobulomycetes"	"Lobulomycetales"	NA	NA	NA	"IDTAXA"
"OTU1393"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliaceae"	NA	NA	"IDTAXA"
"OTU1394"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1395"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1396"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	"Mycosphaerellaceae"	"Ramularia"	"Ramularia_haroldporteri"	"RDP"
"OTU1397"	"Fungi"	"Ascomycota"	"Lecanoromycetes"	"Lecanorales"	"Haematommataceae"	"Haematomma"	"Haematomma_africanum"	"RDP"
"OTU1398"	"Fungi"	"Basidiobolomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1399"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	"Spizellomyces"	"Spizellomyces_pseudodichotomus"	"IDTAXA"
"OTU1400"	"Fungi"	"Ascomycota"	"Dothideomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU1401"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliaceae"	NA	NA	"RDP"
"OTU1402"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Podospora"	"Podospora_sp"	"IDTAXA"
"OTU1403"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1404"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1405"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	"Ceratobasidium"	NA	"RDP"
"OTU1406"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1407"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	"Scutellinia"	"Scutellinia_sp"	"IDTAXA"
"OTU1408"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1409"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA	"RDP"
"OTU1410"	"Fungi"	"Chytridiomycota"	"Chytridiomycetes"	"Chytridiales"	"Chytridiaceae"	NA	NA	"IDTAXA"
"OTU1411"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1412"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1413"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Hypocreaceae"	"Sphaerostilbella"	"Sphaerostilbella_lutea"	"RDP"
"OTU1414"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
"OTU1415"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1416"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Rhynchogastremataceae"	"Papiliotrema"	"Papiliotrema_laurentii"	"RDP"
"OTU1417"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	NA	NA	NA	"RDP"
"OTU1418"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1419"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1420"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Saccharomycetales_fam_Incertae_sedis"	"Candida"	"Candida_railenensis"	"RDP"
"OTU1421"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	"Paurocotylis"	NA	"RDP"
"OTU1422"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Hypocreaceae"	"Trichoderma"	"Trichoderma_aerugineum"	"RDP"
"OTU1423"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1424"	"Fungi"	"Kickxellomycota"	"GS19"	"GS19"	NA	NA	NA	"RDP"
"OTU1425"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Coniochaetales"	NA	NA	NA	"IDTAXA"
"OTU1426"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1427"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Lipomycetaceae"	"Lipomyces"	"Lipomyces_starkeyi"	"RDP"
"OTU1428"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1429"	"Fungi"	"Zoopagomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1430"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1431"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	"Spizellomyces"	"Spizellomyces_lactosolyticus"	"IDTAXA"
"OTU1432"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1433"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	"Scutellinia"	"Scutellinia_vitreola"	"IDTAXA"
"OTU1434"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Microascales"	"Microascaceae"	"Scedosporium"	"Scedosporium_minutisporum"	"RDP"
"OTU1435"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1436"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_laccatum"	"RDP"
"OTU1437"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_cuneirostrum"	"IDTAXA"
"OTU1438"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Trichosporonaceae"	"Trichosporon"	"Trichosporon_asahii"	"RDP"
"OTU1439"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	NA	NA	NA	"RDP"
"OTU1440"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"Alternaria_carotiincultae"	"RDP"
"OTU1441"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1442"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1443"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1444"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1445"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	"Penicillium_polonicum"	"RDP"
"OTU1446"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1447"	"Fungi"	"Ascomycota"	"Leotiomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU1448"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1449"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU1450"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1451"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Bolbitiaceae"	"Conocybe"	"Conocybe_moseri"	"RDP"
"OTU1452"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1453"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Venturiales"	"Sympoventuriaceae"	"Ochroconis"	NA	"IDTAXA"
"OTU1454"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1455"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Pluteaceae"	"Volvopluteus"	"Volvopluteus_gloiocephalus"	"RDP"
"OTU1456"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_fimbricystis"	"IDTAXA"
"OTU1457"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1458"	"Fungi"	"Basidiomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1459"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
"OTU1460"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1461"	"Fungi"	"Chytridiomycota"	"Lobulomycetes"	"Lobulomycetales"	NA	NA	NA	"RDP"
"OTU1462"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU1463"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Phaeosphaeria"	"Phaeosphaeria_caricicola"	"RDP"
"OTU1464"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Clavariaceae"	"Clavaria"	"Clavaria_californica"	"RDP"
"OTU1465"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1466"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Trichocomaceae"	"Thermomyces"	"Thermomyces_dupontii"	"RDP"
"OTU1467"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1468"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Dermateaceae"	"Mollisia"	"Mollisia_ramealis"	"RDP"
"OTU1469"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1470"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1471"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1472"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	"Teratosphaeriaceae"	"Devriesia"	"Devriesia_sp"	"IDTAXA"
"OTU1473"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1474"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1475"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	NA	NA	"IDTAXA"
"OTU1476"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA	"RDP"
"OTU1477"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1478"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1479"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1480"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	"Mycosphaerellaceae"	"Zymoseptoria"	"Zymoseptoria_halophila"	"RDP"
"OTU1481"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	NA	NA	"RDP"
"OTU1482"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiales_fam_Incertae_sedis"	"Mirandina"	"Mirandina_sp"	"IDTAXA"
"OTU1483"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	NA	NA	NA	"IDTAXA"
"OTU1484"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1485"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1486"	"Fungi"	"Ascomycota"	"Leotiomycetes"	NA	NA	NA	NA	"RDP"
"OTU1487"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA	"RDP"
"OTU1488"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pezizaceae"	"Peziza"	NA	"IDTAXA"
"OTU1489"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1490"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	NA	NA	NA	"RDP"
"OTU1491"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1492"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Chaetomiaceae"	"Zopfiella"	"Zopfiella_marina"	"RDP"
"OTU1493"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA	"RDP"
"OTU1494"	"Fungi"	"Ascomycota"	"Laboulbeniomycetes"	"Pyxidiophorales"	NA	NA	NA	"RDP"
"OTU1495"	"Fungi"	"Chytridiomycota"	"Chytridiomycetes"	"Chytridiales"	"Chytridiaceae"	"Phlyctochytrium"	"Phlyctochytrium_reinboldtiae"	"IDTAXA"
"OTU1496"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Lipomycetaceae"	"Lipomyces"	"Lipomyces_mesembrius"	"RDP"
"OTU1497"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1498"	"Fungi"	"Mucoromycota"	"Mucoromycetes"	"Mucorales"	"Rhizopodaceae"	"Syzygites"	"Syzygites_megalocarpus"	"RDP"
"OTU1499"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Schizothecium"	"Schizothecium_glutinans"	"IDTAXA"
"OTU1500"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA	"IDTAXA"
"OTU1501"	"Fungi"	"Kickxellomycota"	"GS19"	"GS19"	NA	NA	NA	"RDP"
"OTU1502"	"Fungi"	"Chytridiomycota"	"Rhizophlyctidomycetes"	"Rhizophlyctidales"	"Rhizophlyctidaceae"	"Rhizophlyctis"	"Rhizophlyctis_rosea"	"RDP"
"OTU1503"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1504"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Torulaceae"	"Torula"	"Torula_hollandica"	"RDP"
"OTU1505"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1506"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Cystobasidiales"	"Cystobasidiaceae"	"Cystobasidium"	NA	"RDP"
"OTU1507"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Pleurotheciales"	"Pleurotheciaceae"	NA	NA	"RDP"
"OTU1508"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1509"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Periconiaceae"	"Periconia"	"Periconia_sp"	"IDTAXA"
"OTU1510"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Dioszegia"	"Dioszegia_patagonica"	"RDP"
"OTU1511"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1512"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1513"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA	"RDP"
"OTU1514"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1515"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1516"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Parasola"	"Parasola_leiocephala"	"RDP"
"OTU1517"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1518"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA	"RDP"
"OTU1519"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1520"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1521"	"Fungi"	"Rozellomycota"	"Rozellomycotina_cls_Incertae_sedis"	"GS08"	NA	NA	NA	"RDP"
"OTU1522"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	NA	NA	"RDP"
"OTU1523"	"Fungi"	"Kickxellomycota"	"GS19"	"GS19"	NA	NA	NA	"RDP"
"OTU1524"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	NA	NA	NA	NA	"RDP"
"OTU1525"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1526"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	NA	NA	"RDP"
"OTU1527"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Microbotryales"	"Ustilentylomataceae"	"Ustilentyloma"	"Ustilentyloma_graminis"	"RDP"
"OTU1528"	"Fungi"	"Basidiomycota"	"Pucciniomycetes"	"Platygloeales"	"Eocronartiaceae"	"Eocronartium"	NA	"RDP"
"OTU1529"	"Fungi"	"Olpidiomycota"	"Olpidiomycetes"	"Olpidiales"	"Olpidiaceae"	"Olpidium"	"Olpidium_brassicae"	"RDP"
"OTU1530"	"Fungi"	"Olpidiomycota"	"Olpidiomycetes"	"Olpidiales"	"Olpidiaceae"	NA	NA	"RDP"
"OTU1531"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU1532"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_rishikesha"	"RDP"
"OTU1533"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	NA	NA	NA	"RDP"
"OTU1534"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Microbotryales"	"Ustilentylomataceae"	"Ustilentyloma"	"Ustilentyloma_graminis"	"RDP"
"OTU1535"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pezizaceae"	"Iodophanus"	"Iodophanus_testaceus"	"RDP"
"OTU1536"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinellus"	"Coprinellus_disseminatus"	"RDP"
"OTU1537"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1538"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Xylariales_fam_Incertae_sedis"	"Anungitiomyces"	"Anungitiomyces_stellenboschiensis"	"RDP"
"OTU1539"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1540"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1541"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Pluteaceae"	"Volvariella"	"Volvariella_dunensis"	"RDP"
"OTU1542"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1543"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Hyaloscyphaceae"	"Lasiobelonium"	"Lasiobelonium_lonicerae"	"RDP"
"OTU1544"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	NA	NA	"RDP"
"OTU1545"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	NA	NA	NA	"RDP"
"OTU1546"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Helvellaceae"	NA	NA	"IDTAXA"
"OTU1547"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	NA	NA	"RDP"
"OTU1548"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Neosetophoma"	"Neosetophoma_rosarum"	"RDP"
"OTU1549"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
